"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/09/2014","PayPal","Withdrawal-ACH-A-PAYPAL WEBPAYPAL (INST XFER)","220.00","debit","Shopping","Premium Checking","",""
"7/09/2014","Mcaa Parking Rochester","MCAA PARKING - 5400-ROCHESTER00000000000 585-292-4900 320141900641047949","43.75","debit","Parking","Gold Card","",""
"7/09/2014","Fancy Hands","FANCY HANDS, INC.   347-836-956685247714190347-836-9566 320141900636224890","45.00","debit","Uncategorized","Gold Card","",""
"7/09/2014","Wegman's","WEGMANS #03 000000005854644600249163389095854644600 320141900639137525","88.01","debit","Groceries","Gold Card","",""
"7/08/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIHCY0Y4A910V BOOK STORES 320141890624448759","46.23","debit","Shopping","Gold Card","",""
"7/08/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPAI450XD04V BOOK STORES 320141890620159359","43.66","debit","Shopping","Gold Card","",""
"7/08/2014","Amazon","AMAZON.COM          AMZN.COM/BIFB6SF6FWOC4 MERCHANDISE 320141890620444950","27.51","debit","Shopping","Gold Card","",""
"7/08/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPAIPXG6KMBQ BOOK STORES 320141890629089622","128.73","debit","Shopping","Gold Card","",""
"7/07/2014","Internal Revenue Service","Withdrawal-ACH-A-IRS IRS (USATAXPYMT)","12999.24","debit","Federal Tax","Premium Checking","",""
"7/07/2014","Dropbox","DROPBOX DROPBOX     SAN FRANCISHPWTHYB     415-986-7057 320141880606361745","99.00","debit","Electronics & Software","Gold Card","",""
"7/04/2014","GameStop","Withdrawal @ GAMESTOP #6482 SILVER SPRINGMDUS Trace #418426100161","31.79","debit","Electronics & Software","Premium Checking","","Kinnect for house"
"7/04/2014","Safeway","SAFEWAY  STORE  1565SILVER SPRIGROCERY STORE 320141850576767897","34.99","debit","Groceries","Gold Card","",""
"7/03/2014","M Preserve M","Withdrawal-ACH-A-M - PRESERVE M - PRESERVE (CASH TRANS)","1320.00","debit","Mortgage & Rent","Premium Checking","",""
"7/03/2014","Golden Rule Ins","Withdrawal-ACH-A-GOLDEN RULE INS GOLDEN RULE INS (INS. PREM.)","59.48","debit","Financial","Premium Checking","",""
"7/03/2014","Safeway","SAFEWAY  STORE  1565SILVER SPRIGROCERY STORE 320141840556737006","53.48","debit","Groceries","Gold Card","",""
"7/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIJU21K8XY3J8 BOOK STORES 320141840562760385","34.98","debit","Shopping","Gold Card","",""
"7/03/2014","Giant Food","GIANT FOOD INC #350 SILVER SPRI547909      GROCERY STORE 320141840559748146","72.92","debit","Groceries","Gold Card","",""
"7/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIXM5RJIGX3IF BOOK STORES 320141840558727419","55.81","debit","Shopping","Gold Card","",""
"7/03/2014","Home Depot","THE HOME DEPOT 2551 SILVER SPRI07020255187 999-999-9999 320141840550845000","9.93","debit","Home Improvement","Gold Card","",""
"7/02/2014","Rackspace Cloud Cloud","RACKSPACE CLOUD     210-312-4003250184     CLOUD HOSTIN 320141830544756266","58.15","debit","Web Hosting","Gold Card","",""
"7/02/2014","Mom's Organic Market","MOMS ORGANIC MARKET JESSUP0069680     301-816-1133 320141830542560255","157.48","debit","Restaurants","Gold Card","",""
"7/01/2014","Waterwatch","Withdrawal-ACH-A-WATERWATCH WEBWATER WATCH CORP (WATERWATCH)","151.50","debit","Utilities","Premium Checking","",""
"6/30/2014","Dividend Through Date","Dividend Through date: 30JUN2014","0.53","credit","Investments","Base Share Savings","",""
"6/30/2014","Deposit","Deposit","16150.00","credit","Income","Premium Checking","",""
"6/30/2014","Transfer to Gold Card","Withdrawal-ACH-A-AMEX EPAYMENT AMEX EPayment (ACH PMT)","5980.80","debit","Credit Card Payment","Premium Checking","",""
"6/30/2014","Zhen Liang Chen","Withdrawal-ACH-A-ZHEN LIANG CHEN WEBYUVAL ZIV IAT-WEB (IAT PAYPAL)","24.95","debit","Uncategorized","Premium Checking","",""
"6/30/2014","Wegman's","WEGMANS #03 000000005854644600249193078155854644600 320141810504270302","15.56","debit","Groceries","Gold Card","",""
"6/30/2014","Wegman's","WEGMANS #03 000000005854644600249063426885854644600 320141810503797478","75.27","debit","Groceries","Gold Card","",""
"6/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BITHUENJBJCNF BOOK STORES 320141800488506357","11.50","debit","Shopping","Gold Card","",""
"6/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BITHUCO6S414M BOOK STORES 320141800489029052","138.71","debit","Shopping","Gold Card","",""
"6/29/2014","Evernote","EVERNOTE.COM 0990   REDWOOD CIT5600382596  650-257-0885 320141800489061110","5.00","debit","Electronics & Software","Gold Card","",""
"6/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIN5JDBIYUOJX BOOK STORES 320141800489029488","49.99","debit","Shopping","Gold Card","",""
"6/29/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BITHUELNHYW7G BOOK STORES 320141800491337978","5.96","debit","Shopping","Gold Card","",""
"6/28/2014","GameStop","Withdrawal @ GAMESTOP #5287 WEBSTER NYUS Trace #417922000187","32.39","debit","Electronics & Software","Premium Checking","",""
"6/28/2014","Bfsoftware","PAYPAL *BFSOFTWARE  402935773339071412    402-935-7733 320141790473552010","17.63","debit","Electronics & Software","Gold Card","",""
"6/28/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIU60EPNW9WW7 BOOK STORES 320141790485530941","145.44","debit","Shopping","Gold Card","",""
"6/28/2014","Transfer from Business Reg Check","AUTOPAY PAYMENT - THANK YOU 320141790487343332","5980.80","credit","Credit Card Payment","Gold Card","",""
"6/28/2014","Wegman's","WEGMANS #066 00000005854644600249053212405854644600 320141790475261414","3.18","debit","Groceries","Gold Card","",""
"6/27/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIX7GFNUPMG2I BOOK STORES 320141780456556663","9.95","debit","Shopping","Gold Card","",""
"6/27/2014","Amazon","AMAZON.COM          AMZN.COM/BITHUM28JS057 MERCHANDISE 320141780458490790","91.39","debit","Shopping","Gold Card","",""
"6/27/2014","Target","TARGET T2038 2038   WEBSTER00779126    DISCOUNT STORE 320141780470884183","30.14","debit","Shopping","Gold Card","",""
"6/27/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BII1JQBX5ZVKR BOOK STORES 320141780458835111","9.95","debit","Shopping","Gold Card","",""
"6/27/2014","Wegman's","WEGMANS #066 00000005854644600249103386045854644600 320141780460320892","132.22","debit","Groceries","Gold Card","",""
"6/26/2014","Time Warner","TIME WARNER CABLE   910-763-46309330520JWU CABLE 320141770445461228","76.46","debit","Television","Gold Card","",""
"6/26/2014","Amazon","AMAZON.COM          AMZN.COM/BISBQXYSXCDY4 MERCHANDISE 320141770452016111","29.28","debit","Shopping","Gold Card","",""
"6/26/2014","Customprobi","PAYPAL *CUSTOMPROBI 402935773333041669    402-935-7733 320141770452453025","130.00","debit","Health & Fitness","Gold Card","",""
"6/26/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BICOH2ZG7ECDS BOOK STORES 320141770447931134","12.95","debit","Shopping","Gold Card","",""
"6/26/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPP13ZS9CPVI BOOK STORES 320141770453502172","9.50","debit","Shopping","Gold Card","",""
"6/26/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BISBQOZ291GEV BOOK STORES 320141770447569353","173.91","debit","Shopping","Gold Card","",""
"6/26/2014","Amazon","AMAZON.COM          AMZN.COM/BISBQOEDLJ9ZB MERCHANDISE 320141770450671524","8.53","debit","Shopping","Gold Card","",""
"6/25/2014","ATM Fee","Withdrawal @ ATM96811 1055 RIDGE RD WEBSTER NYUS Trace #417519774490","2.00","debit","ATM Fee","Premium Checking","",""
"6/25/2014","ATM Trace 1055 Ridge Road","Withdrawal @ ATM96811 1055 RIDGE RD WEBSTER NYUS Trace #417519774490","260.00","debit","Cash & ATM","Premium Checking","",""
"6/25/2014","Amazon","AMAZON.COM          AMZN.COM/BISBQ8V4W0MNI MERCHANDISE 320141760426164753","22.72","debit","Shopping","Gold Card","",""
"6/25/2014","Amazon","AMAZON.COM          AMZN.COM/BISBQV9J7BDRF MERCHANDISE 320141760425915402","20.52","debit","Shopping","Gold Card","",""
"6/25/2014","Gh Github Com","GH *GITHUB.COM     OSAN FRANCISGWR7J76     415-448-6673 320141760437630004","7.00","debit","Web Hosting","Gold Card","",""
"6/24/2014","Deposit","Deposit","22325.00","credit","Income","Premium Checking","",""
"6/23/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS AND LAWEBSTER NYUS Trace #417322100653","33.00","debit","Laundry","Premium Checking","",""
"6/23/2014","Mitra Haman Webmitra","Withdrawal-ACH-A- MITRA HAMAN WEBMITRA HAMAN IAT-WEB (IAT PAYPAL)","187.50","debit","Uncategorized","Premium Checking","",""
"6/23/2014","Car Rental","PREM CAR RENTAL PROTECTION 800-CRA930013965 06/10/2014 ROCHESTER 320141740407525076","24.95","debit","Auto & Transport","Gold Card","",""
"6/22/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930013965   800-621-2844 320141730391322896","247.79","debit","Rental Car & Taxi","Gold Card","",""
"6/22/2014","Trader Joe's","TRADER JOE'S #534 QPROCHESTER0426275     626-599-3700 320141730389795305","86.30","debit","Groceries","Gold Card","",""
"6/21/2014","Rghs Rochester","RGHS 0323           ROCHESTER0000609149  585-922-1811 320141720376873110","168.00","debit","Doctor","Gold Card","",""
"6/21/2014","Sunoco","SUNOCO 0364164403   WEBSTER17267892801 AUTO FUEL DISPENSER 320141720366018824","36.65","debit","Gas & Fuel","Gold Card","",""
"6/21/2014","Liftmode","PAYPAL *LIFTMODE    402935773326005248    402-935-7733 320141720366491775","92.76","debit","Health & Fitness","Gold Card","",""
"6/21/2014","Wegman's","WEGMANS #066 00000005854644600249093401865854644600 320141720370444409","49.42","debit","Groceries","Gold Card","",""
"6/20/2014","Betterment Webbetterment","Withdrawal-ACH-A-BETTERMENT WEBBETTERMENT (TRANSFER)","1000.00","debit","IRA Contribution","Premium Checking","",""
"6/20/2014","Deposit Personal Union","Deposit @ Personal Credit Union Trace #5801054516 Transfer &quot;DTD&quot; 1,000.00 from account *****4611 share 3","1000.00","credit","Transfer","Premium Checking","",""
"6/19/2014","Roch Gas Elec","Withdrawal-ACH-A-ROCH GAS & ELEC ROCH GAS & ELEC (RG&E PAYMT)","191.79","debit","Utilities","Premium Checking","",""
"6/19/2014","Wegman's","WEGMANS #066 00000005854644600249133212405854644600 320141700338598475","18.45","debit","Groceries","Gold Card","",""
"6/18/2014","Credit","Withdrawal @ Personal Credit Union Trace #5606235127 Transfer &quot;DTD&quot; 1,000.00 to account *****4611 share 3","1000.00","debit","Business Services","Premium Checking","",""
"6/18/2014","Sprint PCS","SPRINT WIRELESS     800-639-61100690053919 WIRELESSSVCS 320141690329552402","242.18","debit","Mobile Phone","Gold Card","",""
"6/17/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIEIJVABY05QX BOOK STORES 320141680311693502","72.19","debit","Shopping","Gold Card","",""
"6/17/2014","Customprobi","PAYPAL *CUSTOMPROBI 402935773315378422    402-935-7733 320141680311060683","130.00","debit","Health & Fitness","Gold Card","",""
"6/16/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS AND LAWEBSTER NYUS Trace #416629100651","11.00","debit","Laundry","Premium Checking","",""
"6/16/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIO94V7HODWMI BOOK STORES 320141670290394203","179.95","debit","Shopping","Gold Card","",""
"6/16/2014","Amazon","AMAZON.COM          AMZN.COM/BIPVTH3ZOI5Q8 MERCHANDISE 320141670299239486","32.98","debit","Shopping","Gold Card","",""
"6/15/2014","Amazon","AMAZON SERVICES-KIND866-216-107MZU8PXI07SI DIGITAL 320141660277931867","9.99","debit","Shopping","Gold Card","",""
"6/15/2014","Wegman's","WEGMANS #03 000000005854644600249091867385854644600 320141660277419787","118.86","debit","Groceries","Gold Card","",""
"6/15/2014","Synaptent Llc Chicago","SYNAPTENT LLC 863000CHICAGO100025136   8552289993 320141660278448512","48.88","debit","Uncategorized","Gold Card","",""
"6/15/2014","Delta","DELTA SONIC CW 1829-WEBSTER0206193     MISC FOOD STORE 320141660282567231","14.00","debit","Air Travel","Gold Card","",""
"6/14/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIPVTR30Z4W6R BOOK STORES 320141650258836096","224.91","debit","Shopping","Gold Card","",""
"6/14/2014","Amazon","AMAZON SERVICES-KIND866-216-107L1YC8OLHOCZ DIGITAL 320141650259250554","8.24","debit","Shopping","Gold Card","",""
"6/14/2014","Amazon","AMAZON SERVICES-KIND866-216-107QHLSXSKD8SG DIGITAL 320141650258756328","8.43","debit","Shopping","Gold Card","",""
"6/13/2014","Credit","Withdrawal @ Personal Credit Union Trace #5114491440 Transfer &quot;DTD&quot; 300.00 to account *****4611 share 3","300.00","debit","Business Services","Premium Checking","",""
"6/13/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIET9236NAH3G BOOK STORES 320141640251894910","183.94","debit","Shopping","Gold Card","",""
"6/12/2014","Slma Ed Serv","Withdrawal-ACH-A-SLMA ED SERV PPD SLMA ED SERV PPD (STUDNTLOAN)","92.63","debit","Student Loan","Premium Checking","",""
"6/12/2014","Car Rental","PREM CAR RENTAL PROTECTION 800-CRA930013954 05/10/2014 ROCHESTER 320141630240119604","24.95","debit","Auto & Transport","Gold Card","",""
"6/12/2014","Fs Fsprg Com","FS *FSPRG.COM       877-327-8912K3E6MIVT9M 877-327-8914 320141630236842365","19.99","debit","Uncategorized","Gold Card","",""
"6/12/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930013954   800-621-2844 320141630235976918","657.65","debit","Rental Car & Taxi","Gold Card","",""
"6/12/2014","Amazon","AMAZON.COM          AMZN.COM/BIS0KVGJX7R59 MERCHANDISE 320141630236482635","74.51","debit","Shopping","Gold Card","",""
"6/12/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIS0KB957X24U BOOK STORES 320141630235113230","47.15","debit","Shopping","Gold Card","",""
"6/11/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BILSJWZL82BON BOOK STORES 320141620210715406","24.77","debit","Shopping","Gold Card","",""
"6/11/2014","Organic","PAYPAL *ORGANIC3COM 888524658505802344    402-935-7733 320141620224655439","104.94","debit","Food & Dining","Gold Card","",""
"6/11/2014","Wegman's","WEGMANS #066 00000005854644600249103326515854644600 320141620213910224","85.20","debit","Groceries","Gold Card","",""
"6/10/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIJNHOIL2FZG4 BOOK STORES 320141610205229044","164.75","debit","Shopping","Gold Card","",""
"6/09/2014","H & S","FANCY HANDS, INC.   347-836-956685247714160347-836-9566 320141600180045761","45.00","debit","Gas & Fuel","Gold Card","",""
"6/09/2014","Brazilians","ESPADA BRAZILIAN STEROCHESTER85409244159 585-473-0050 320141600192182491","57.60","debit","Printing","Gold Card","",""
"6/09/2014","Brazilians","ESPADA BRAZILIAN STEROCHESTER85409244159 585-473-0050 320141600191387430","60.80","debit","Printing","Gold Card","",""
"6/09/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIQ0ACWVVNRQ8 BOOK STORES 320141600183686577","35.24","debit","Shopping","Gold Card","",""
"6/09/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIMZSWB0SO7EM BOOK STORES 320141600181407808","46.23","debit","Shopping","Gold Card","",""
"6/08/2014","Southwest Airlines","SW AIR              DALLAS7900123660  (214) 792 - 4223 320141590168118365","524.00","debit","Air Travel","Gold Card","",""
"6/06/2014","Wegman's","WEGMANS #066 00000005854644600249153265885854644600 320141570138995987","31.13","debit","Groceries","Gold Card","",""
"6/05/2014","Sunoco","SUNOCO 0364164403   WEBSTER15657119786 AUTO FUEL DISPENSER 320141560133772708","56.86","debit","Gas & Fuel","Gold Card","",""
"6/03/2014","Golden Rule Ins","Withdrawal-ACH-A-GOLDEN RULE INS GOLDEN RULE INS (INS. PREM.)","59.48","debit","Health Insurance","Premium Checking","",""
"6/03/2014","Coinbasebtc Com Webcoinbase","Withdrawal-ACH-A-COINBASEBTC.COM WEBCOINBASE.COM/BTC (8003435845)","6473.04","debit","Uncategorized","Premium Checking","",""
"6/03/2014","M Preserve M","Withdrawal-ACH-A-M - PRESERVE M - PRESERVE (CASH TRANS)","1320.00","debit","Mortgage & Rent","Premium Checking","",""
"6/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIV3CK1QT9VS2 BOOK STORES 320141540095045346","121.32","debit","Shopping","Gold Card","",""
"6/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIV3CUNFULFJ1 BOOK STORES 320141540096424302","145.10","debit","Shopping","Gold Card","",""
"6/03/2014","Rackspace Cloud Cloud","RACKSPACE CLOUD     210-312-4003086766     CLOUD HOSTIN 320141540094769518","56.12","debit","Web Hosting","Gold Card","",""
"6/02/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS AND LAWEBSTER NYUS Trace #415222100638","11.00","debit","Laundry","Premium Checking","",""
"6/02/2014","Withdrawal Transfer Sts","Withdrawal Transfer 'STS' 3000.00 to acct: *****9688-3","3000.00","debit","Transfer","Premium Checking","",""
"6/01/2014","Wegman's","WEGMANS #03 000000005854644600249203312065854644600 320141520060153684","24.20","debit","Groceries","Gold Card","",""
"5/31/2014","Wegman's","WEGMANS #03 000000005854644600249810000815854644600 320141510045879734","18.35","debit","Groceries","Gold Card","",""
"5/31/2014","Wegman's","WEGMANS #03 000000005854644600249143407865854644600 320141510045997410","81.24","debit","Groceries","Gold Card","",""
"5/30/2014","Transfer to Gold Card","Withdrawal-ACH-A-AMEX EPAYMENT AMEX EPayment (ACH PMT)","4425.97","debit","Credit Card Payment","Premium Checking","",""
"5/29/2014","Transfer from Business Reg Check","AUTOPAY PAYMENT - THANK YOU 320141490025653863","4425.97","credit","Credit Card Payment","Gold Card","",""
"5/29/2014","Wegman's","WEGMANS #03 000000005854644600249113286285854644600 320141490015463763","119.04","debit","Groceries","Gold Card","",""
"5/29/2014","Evernote","EVERNOTE.COM 0990   REDWOOD CIT5680127379  650-257-0885 320141490013199314","5.00","debit","Electronics & Software","Gold Card","",""
"5/28/2014","Coinbasebtc Com Webcoinbase","Withdrawal-ACH-A-COINBASEBTC.COM WEBCOINBASE.COM/BTC (8003435845)","2877.03","debit","Uncategorized","Premium Checking","",""
"5/27/2014","Betterment Webbetterment","Withdrawal-ACH-A-BETTERMENT WEBBETTERMENT (TRANSFER)","5000.00","debit","IRA Contribution","Premium Checking","",""
"5/27/2014","Betterment Webbetterment","Withdrawal-ACH-A-BETTERMENT WEBBETTERMENT (TRANSFER)","10000.00","debit","IRA Contribution","Premium Checking","",""
"5/26/2014","Time Warner","TIME WARNER CABLE   910-763-46364907443UVA CABLE 320141460971514214","76.46","debit","Television","Gold Card","",""
"5/26/2014","Target","TARGET T2038 2038   WEBSTER00757448    DISCOUNT STORE 320141460980376545","26.99","debit","Shopping","Gold Card","",""
"5/25/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS AND LAWEBSTER NYUS Trace #414428100697","11.65","debit","Laundry","Premium Checking","",""
"5/25/2014","Trader Joe's","TRADER JOE'S #534 QPROCHESTER0385859     626-599-3700 320141450963925709","81.71","debit","Groceries","Gold Card","",""
"5/24/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIHFAM7APOOUR BOOK STORES 320141440952819261","51.21","debit","Shopping","Gold Card","",""
"5/24/2014","Audible.com","AUDIBLE             888-283-505TBSP401DBA8 AUDIO BOOKS 320141440952650232","229.50","debit","Books","Gold Card","",""
"5/24/2014","Wegman's","WEGMANS #03 000000005854644600249073210895854644600 320141440943193930","157.49","debit","Groceries","Gold Card","",""
"5/23/2014","Transfer to Business Reg Check","Withdrawal @ Personal Credit Union Trace #3023373685 Transfer &quot;STD&quot; 7,392.85 to share 3","7392.85","debit","Transfer","Base Share Savings","",""
"5/23/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS AND LAWEBSTER NYUS Trace #414220100448","22.00","debit","Laundry","Premium Checking","",""
"5/23/2014","Transfer from Base Share Savings","Deposit @ Personal Credit Union Trace #3023373685 Transfer &quot;STD&quot; 7,392.85 from share 0","7392.85","credit","Transfer","Premium Checking","",""
"5/23/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIHFAVD8VPP4T BOOK STORES 320141430933511747","64.77","debit","Shopping","Gold Card","",""
"5/23/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIXPFYQF1U5R2 MERCHANDISE 320141430923184566","27.22","debit","Shopping","Gold Card","",""
"5/23/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIG6JM59J9HGS MERCHANDISE 320141430931440628","129.00","debit","Shopping","Gold Card","",""
"5/23/2014","Gh Github Com","GH *GITHUB.COM     OSAN FRANCISJSTYNFG     415-448-6673 320141430937430981","7.00","debit","Web Hosting","Gold Card","",""
"5/22/2014","Ibuypower Aft La","IBUYPOWER AFT       LA PUENTE74282610    626-228-1200 320141420915271262","1631.10","credit","Credit Card Payment","Gold Card","",""
"5/22/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIG6JPDP23UBY MERCHANDISE 320141420914677102","423.19","debit","Shopping","Gold Card","",""
"5/21/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS AND LAWEBSTER NYUS Trace #414029100553","22.00","debit","Laundry","Premium Checking","",""
"5/21/2014","Amazon","AMAZON.COM          AMZN.COM/BIT0RBJ566YB8 MERCHANDISE 320141410900333352","75.59","debit","Shopping","Gold Card","",""
"5/21/2014","Amazon","AMAZON.COM          AMZN.COM/BIG6JBOKKQF75 MERCHANDISE 320141410892374384","215.99","debit","Shopping","Gold Card","",""
"5/21/2014","Amazon","AMAZON.COM          AMZN.COM/BIG6JKPC3LRU3 MERCHANDISE 320141410894173407","129.59","debit","Shopping","Gold Card","",""
"5/21/2014","Amazon","AMAZON.COM          AMZN.COM/BIG6J8RBWC0NZ MERCHANDISE 320141410891890054","531.33","debit","Shopping","Gold Card","",""
"5/20/2014","Betterment Webbetterment","Withdrawal-ACH-A-BETTERMENT WEBBETTERMENT (TRANSFER)","5000.00","debit","IRA Contribution","Premium Checking","",""
"5/20/2014","Sallie Mae","Withdrawal (Item #1134)-ACH-A-ED SALLIE MAE PR ARCED SALLIE MAE PR ACH TRANSACTION (PAYMENT)","684.78","debit","Student Loan","Premium Checking","",""
"5/20/2014","Amazon","AMAZON.COM          AMZN.COM/BIMEOQGM7THN8 MERCHANDISE 320141400885308828","34.54","debit","Shopping","Gold Card","",""
"5/19/2014","Betterment Webbetterment","Withdrawal-ACH-A-BETTERMENT WEBBETTERMENT (TRANSFER)","5500.00","debit","IRA Contribution","Premium Checking","",""
"5/19/2014","Internal Revenue Service","Withdrawal-ACH-A-IRS IRS (USATAXPYMT)","12999.24","debit","Federal Tax","Premium Checking","",""
"5/19/2014","Sprint PCS","SPRINT WIRELESS     800-639-61100680821821 WIRELESSSVCS 320141390869411504","242.18","debit","Mobile Phone","Gold Card","",""
"5/18/2014","Kohl's","KOHL'S #0772 0000007866887888400011855   8668878884 320141380856944503","159.08","debit","Clothing","Gold Card","",""
"5/17/2014","Wegman's","WEGMANS #066 00000005854644600249173417735854644600 320141370835492016","197.75","debit","Groceries","Gold Card","",""
"5/16/2014","Roch Gas Elec","Withdrawal-ACH-A-ROCH GAS & ELEC ROCH GAS & ELEC (RG&E PAYMT)","208.68","debit","Utilities","Premium Checking","",""
"5/16/2014","Wegman's","WEGMANS #03 000000005854644600249183078145854644600 320141360819021759","132.20","debit","Groceries","Gold Card","",""
"5/16/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BICRO9331NK1O MERCHANDISE 320141360824683366","162.94","debit","Shopping","Gold Card","",""
"5/16/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BICRO8MR0OTAA MERCHANDISE 320141360828247271","9.99","debit","Shopping","Gold Card","",""
"5/14/2014","Admob May Admob","Deposit-ACH-A-18679 ADMOB INC (MAY 2014) ADMOB PUBLISHER PAYOUT MARCH 2014","22.80","credit","Income","Premium Checking","",""
"5/14/2014","Vitamin","Withdrawal @ VITAMIN AND CARD OUTLETWEBSTER NYUS Trace #413329145600","8.49","debit","Health & Fitness","Premium Checking","",""
"5/13/2014","Fs Fsprg Com","FS *FSPRG.COM       877-327-891FK2TD4DWS7I 877-327-8914 320141330778699011","19.99","debit","Uncategorized","Gold Card","",""
"5/12/2014","Bayview Cleaners","Withdrawal @ BAYVIEW CLEANERS AND LAWEBSTER NYUS Trace #413120100721","11.00","debit","Laundry","Premium Checking","",""
"5/12/2014","Betterment Webbetterment","Withdrawal-ACH-A- BETTERMENT WEBBETTERMENT (TRANSFER)","0.84","debit","Transfer","Premium Checking","",""
"5/12/2014","Deposit","Deposit","20615.00","credit","Income","Premium Checking","",""
"5/12/2014","Deposit Ach Betterment","Deposit-ACH-13517 BETTERMENT (TRANSFER)","1.22","credit","Transfer","Premium Checking","",""
"5/12/2014","Withdrawal Item Ach","Withdrawal (Item #ACH FEE(S))","35.00","debit","Fees & Charges","Premium Checking","",""
"5/12/2014","Betterment Webbetterment","Withdrawal-ACH-A- BETTERMENT WEBBETTERMENT (TRANSFER)","0.38","debit","Transfer","Premium Checking","",""
"5/12/2014","Slma Ed Serv","Withdrawal-ACH-A-SLMA ED SERV PPD SLMA ED SERV PPD (STUDNTLOAN)","92.63","debit","Student Loan","Premium Checking","",""
"5/12/2014","Fancy Hands","FANCY HANDS, INC.   347-836-956685247714131347-836-9566 320141320767287548","45.00","debit","Uncategorized","Gold Card","",""
"5/11/2014","Wegman's","WEGMANS #03 000000005854644600249181400805854644600 320141310744103454","101.82","debit","Groceries","Gold Card","",""
"5/11/2014","Prem Car Rental","PREM CAR RENTAL PROTECTION 800-CRA930013700 04/29/2014 ROCHESTER 320141310753441481","24.95","debit","Auto Insurance","Gold Card","",""
"5/11/2014","Exxon","EXXONMOBIL          ROCHESTERNS66405     585-235-5907 320141310751115885","4.29","debit","Gas & Fuel","Gold Card","",""
"5/11/2014","Budget Rent","BUDGET RENT A CAR   ROCHESTERR/A# 930013700   800-621-2844 320141310748856627","247.79","debit","Rental Car & Taxi","Gold Card","",""
"5/10/2014","Amazon","AMAZON SERVICES-KIND866-216-107VBJ7D1YYIUH DIGITAL 320141300736661640","9.39","debit","Shopping","Gold Card","",""
"5/10/2014","Wegman's","WEGMANS #066 00000005854644600249063385775854644600 320141300727321993","136.45","debit","Groceries","Gold Card","",""
"5/10/2014","Sunoco","SUNOCO 0364164403   WEBSTER13064139764 AUTO FUEL DISPENSER 320141300724670777","45.68","debit","Gas & Fuel","Gold Card","",""
"5/09/2014","Vitamin","Withdrawal @ VITAMIN AND CARD OUTLETWEBSTER NYUS Trace #412822093600","21.19","debit","Health & Fitness","Premium Checking","",""
"5/09/2014","Amazon","AMAZON SERVICES-KIND866-216-107J7V84EMJXMK DIGITAL 320141290709853851","5.48","debit","Shopping","Gold Card","",""
"5/07/2014","Wegman's","WEGMANS #066 00000005854644600249173363845854644600 320141270681919650","97.94","debit","Groceries","Gold Card","",""
